year,season,gender,sport,discipline,name,noc,team,height,weight,medal
1952,Summer,Women,Swimming,100 metres Backstroke,Jean Stewart (-Hurring),NZL,New Zealand,,,Bronze
1936,Summer,Men,Basketball,Basketball,"James ""Jimmy"" Stewart",CAN,Canada,,,Silver
1920,Summer,Men,Cycling,"Team Pursuit, 4,000 metres","William George Alexander ""Jock"" Stewart",GBR,Great Britain,,,Silver
2008,Summer,Women,Athletics,100 metres,Kerron Stewart,JAM,Jamaica,175.0,61.0,Silver
2008,Summer,Women,Athletics,200 metres,Kerron Stewart,JAM,Jamaica,175.0,61.0,Bronze
2012,Summer,Women,Athletics,4 x 100 metres Relay,Kerron Stewart,JAM,Jamaica,175.0,61.0,Silver
1992,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,"Melvin ""Mel"" Stewart (-Monroe)",USA,United States,188.0,83.0,Bronze
1992,Summer,Men,Swimming,200 metres Butterfly,"Melvin ""Mel"" Stewart (-Monroe)",USA,United States,188.0,83.0,Gold
1992,Summer,Men,Swimming,4 x 100 metres Medley Relay,"Melvin ""Mel"" Stewart (-Monroe)",USA,United States,188.0,83.0,Gold
2012,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Murray Stewart,AUS,Australia,186.0,86.0,Gold
1992,Summer,Men,Sailing,Three Person Keelboat,"Simon ""Ossie"" Stewart",GBR,Great Britain,175.0,80.0,Bronze
1984,Summer,Men,Athletics,4 x 100 metres Relay,"Raymond Douglas ""Ray"" Stewart",JAM,Jamaica,178.0,73.0,Silver
2004,Summer,Men,Rowing,Coxed Eights,"Stephen John ""Steve"" Stewart",AUS,Australia,195.0,90.0,Bronze
1928,Summer,Men,Boxing,Middleweight,Leonard Steyaert,BEL,Belgium,,,Bronze
1948,Winter,Men,Ice Hockey,Ice Hockey,Karel Stibor,TCH,Czechoslovakia,,,Silver
1992,Summer,Men,Tennis,Doubles,Michael Detlef Stich,GER,Germany,192.0,79.0,Gold
1912,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Josefine ""Fini"" Sticker",AUT,Austria,,,Bronze
1964,Summer,Women,Swimming,400 metres Freestyle,"Terri Lee Stickles (-Meja, -Strunck)",USA,United States,178.0,68.0,Bronze
1904,Summer,Men,Golf,Team,"William Arthur ""Art"" Stickney",USA,Trans-Mississippi Golf Association-2,,,Silver
1904,Summer,Men,Golf,Team,"Stuart Grosvenor ""Stu"" Stickney",USA,Trans-Mississippi Golf Association-2,,,Silver
2014,Winter,Women,Ice Hockey,Ice Hockey,Anja Stiefel,SUI,Switzerland,160.0,60.0,Bronze
1936,Summer,Men,Art Competitions,"Architecture, Architectural Designs",Hermann Stiegholzer,AUT,Austria,,,Bronze
1960,Winter,Men,Alpine Skiing,Giant Slalom,"Josef ""Pepi"" Stiegler",AUT,Austria,,,Silver
1964,Winter,Men,Alpine Skiing,Giant Slalom,"Josef ""Pepi"" Stiegler",AUT,Austria,,,Bronze
1964,Winter,Men,Alpine Skiing,Slalom,"Josef ""Pepi"" Stiegler",AUT,Austria,,,Gold
1936,Winter,Men,Speed Skating,"10,000 metres","Maximillian ""Max"" Stiepl",AUT,Austria,,,Bronze
1912,Summer,Men,Gymnastics,"Team All-Around, Swedish System",Yngve Stiernspetz,SWE,Sweden,,,Gold
1920,Summer,Men,Tug-Of-War,Tug-Of-War,"Harold Joseph ""Harry"" Stiff",GBR,Great Britain,,,Gold
1932,Summer,Men,Rowing,Coxless Pairs,"Cyril Alec ""Bob"" Stiles",NZL,New Zealand,,,Silver
1984,Summer,Men,Rowing,Coxed Pairs,Kevin Raymond Still,USA,United States,195.0,91.0,Bronze
1996,Summer,Women,Rowing,Coxless Pairs,Megan Leanne Still (-Marcks),AUS,Australia,182.0,75.0,Gold
1984,Summer,Men,Rowing,Coxed Fours,John Stuart Stillings,USA,United States,174.0,50.0,Silver
1994,Winter,Men,Ice Hockey,Ice Hockey,Fredrik Jan-Ove Stillman,SWE,Sweden,173.0,75.0,Gold
2016,Summer,Men,Basketball,Basketball,Vladimir timac,SRB,Serbia,211.0,112.0,Silver
1936,Winter,Men,Ice Hockey,Ice Hockey,"Archibald ""Archie"" Stinchcombe",GBR,Great Britain,178.0,77.0,Gold
1912,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Hermine Marie Stindt,GER,Germany,,,Silver
1980,Summer,Men,Handball,Handball,Vasile Stng,ROU,Romania,188.0,84.0,Bronze
1984,Summer,Men,Handball,Handball,Vasile Stng,ROU,Romania,188.0,84.0,Bronze
1964,Summer,Men,Water Polo,Water Polo,Karlo Stipani,YUG,Yugoslavia,183.0,85.0,Silver
1968,Summer,Men,Water Polo,Water Polo,Karlo Stipani,YUG,Yugoslavia,183.0,85.0,Gold
2016,Summer,Men,Sailing,One Person Dinghy,Toni Stipanovi,CRO,Croatia,178.0,81.0,Silver
2000,Summer,Women,Swimming,4 x 100 metres Medley Relay,Staciana Stitts (-Winfield),USA,United States,178.0,66.0,Gold
1984,Summer,Women,Equestrianism,"Three-Day Event, Individual",Karen Elizabeth Stives,USA,United States,160.0,48.0,Silver
1984,Summer,Women,Equestrianism,"Three-Day Event, Team",Karen Elizabeth Stives,USA,United States,160.0,48.0,Gold
1920,Summer,Men,Figure Skating,Singles,Martin Stixrud,NOR,Norway,,,Bronze
1960,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Shirley Anne Stobs,USA,United States,162.0,56.0,Gold
2014,Winter,Men,Ski Jumping,"Normal Hill, Individual",Kamil Wiktor Stoch,POL,Poland,173.0,53.0,Gold
2014,Winter,Men,Ski Jumping,"Large Hill, Individual",Kamil Wiktor Stoch,POL,Poland,173.0,53.0,Gold
1936,Summer,Men,Athletics,Shot Put,Gerhard Karl Eduard Stck,GER,Germany,184.0,91.0,Bronze
1936,Summer,Men,Athletics,Javelin Throw,Gerhard Karl Eduard Stck,GER,Germany,184.0,91.0,Gold
1924,Summer,Men,Rowing,Double Sculls,Jean-Pierre Stock,FRA,France,,,Silver
1980,Winter,Men,Alpine Skiing,Downhill,Leonhard Stock,AUT,Austria,183.0,84.0,Gold
2004,Summer,Women,Swimming,4 x 200 metres Freestyle Relay,Hannah Stockbauer,GER,Germany,174.0,63.0,Bronze
2016,Summer,Men,Hockey,Hockey,Emmanuel Stockbroekx,BEL,Belgium,189.0,88.0,Silver
1964,Summer,Men,Football,Football,Hermann Stcker,GER,Germany,172.0,66.0,Bronze
1988,Winter,Men,Bobsleigh,Four,Werner Stocker,SUI,Switzerland-1,178.0,78.0,Gold
1900,Summer,Men,Rugby,Rugby,Adolf Stockhausen,GER,Frankfurt Club,,,Silver
1904,Summer,Men,Rowing,Coxless Fours,Arthur Martin Stockhoff,USA,Century Boat Club-1,,,Gold
1972,Summer,Men,Handball,Handball,Werner Stckl,ROU,Romania,188.0,94.0,Bronze
1976,Summer,Men,Handball,Handball,Werner Stckl,ROU,Romania,188.0,94.0,Silver
1948,Summer,Men,Wrestling,"Light-Heavyweight, Freestyle",Fritz Karl Stckli,SUI,Switzerland,,,Silver
2010,Winter,Men,Curling,Curling,Ralph Stckli,SUI,Switzerland,176.0,75.0,Bronze
2004,Summer,Men,Baseball,Baseball,"Phillip Matthew ""Phil"" Stockman",AUS,Australia,200.0,100.0,Silver
2012,Summer,Men,Hockey,Hockey,"Jacob Petrus ""Jaap"" Stockmann",NED,Netherlands,193.0,80.0,Silver
1928,Summer,Men,Wrestling,"Middleweight, Freestyle",Donald Parker Stockton,CAN,Canada,,79.0,Silver
1992,Summer,Men,Basketball,Basketball,John Houston Stockton,USA,United States,185.0,79.0,Gold
1996,Summer,Men,Basketball,Basketball,John Houston Stockton,USA,United States,185.0,79.0,Gold
1984,Summer,Men,Swimming,100 metres Freestyle,"Marcus William ""Mark"" Stockwell",AUS,Australia,196.0,88.0,Silver
1984,Summer,Men,Swimming,4 x 100 metres Freestyle Relay,"Marcus William ""Mark"" Stockwell",AUS,Australia,196.0,88.0,Silver
1984,Summer,Men,Swimming,4 x 100 metres Medley Relay,"Marcus William ""Mark"" Stockwell",AUS,Australia,196.0,88.0,Bronze
1924,Summer,Men,Rowing,Coxed Eights,"Laurence Ralph ""Chick"" Stoddard",USA,United States,167.0,,Gold
2008,Summer,Men,Swimming,100 metres Backstroke,Hayden Ernest Stoeckel,AUS,Australia,197.0,95.0,Bronze
2008,Summer,Men,Swimming,4 x 100 metres Medley Relay,Hayden Ernest Stoeckel,AUS,Australia,197.0,95.0,Silver
2012,Summer,Men,Swimming,4 x 100 metres Medley Relay,Hayden Ernest Stoeckel,AUS,Australia,197.0,95.0,Bronze
1992,Summer,Men,Handball,Handball,Stphane Camille Andr Stoecklin,FRA,France,185.0,82.0,Bronze
1936,Summer,Men,Water Polo,Water Polo,Henri Stoelen,BEL,Belgium,,,Bronze
1920,Summer,Men,Sailing,12 metres,Hans Henrik Stoermann-Nss,NOR,Atlanta,,,Gold
1972,Summer,Women,Athletics,Discus Throw,Vasilka Rafailova Stoeva (Malusheva-),BUL,Bulgaria,174.0,105.0,Bronze
1956,Summer,Men,Weightlifting,Bantamweight,Vladimir Stepanovich Stogov,URS,Soviet Union,,56.0,Silver
1988,Summer,Men,Judo,Heavyweight,Henry Sthr,GDR,East Germany,194.0,120.0,Silver
1980,Summer,Men,Volleyball,Volleyball,"Nicolae ""Nicu"" Stoian",ROU,Romania,195.0,82.0,Bronze
1936,Summer,Men,Art Competitions,"Literature, Lyric Works",Hans Helmut Stoiber,AUT,Austria,,,Bronze
1994,Winter,Men,Figure Skating,Singles,Elvis Stojko,CAN,Canada,170.0,71.0,Silver
1998,Winter,Men,Figure Skating,Singles,Elvis Stojko,CAN,Canada,170.0,71.0,Silver
1984,Summer,Men,Football,Football,Dragan Stojkovi,YUG,Yugoslavia,174.0,73.0,Bronze
1912,Summer,Men,Cycling,"Road Race, Team",Arthur Joseph Stokes,GBR,England-1,,,Silver
1996,Summer,Women,Softball,Softball,Shelly B. Stokes,USA,United States,165.0,,Gold
1924,Summer,Men,Shooting,"Free Rifle, 400, 600 and 800 metres, Team",Walter Raymond Stokes,USA,United States,171.0,,Gold
1924,Summer,Men,Shooting,"Running Target, Single Shot, Team",Walter Raymond Stokes,USA,United States,171.0,,Bronze
2000,Summer,Men,Sailing,Three Person Keelboat,Espen Stokkeland,NOR,Norway,182.0,92.0,Bronze
1952,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Martin Stokken,NOR,Norway,183.0,72.0,Silver
1972,Summer,Men,Rowing,Coxless Pairs,"Rudolf ""Ruud"" Stokvis",NED,Netherlands,190.0,87.0,Bronze
1956,Summer,Men,Gymnastics,Team All-Around,Pavel Afanasyevich Stolbov,URS,Soviet Union,,,Gold
2014,Winter,Women,Figure Skating,Pairs,Kseniya Andreyevna Stolbova,RUS,Russia-2,158.0,,Silver
2014,Winter,Women,Figure Skating,Team,Kseniya Andreyevna Stolbova,RUS,Russia,158.0,,Gold
1980,Summer,Women,Athletics,"1,500 metres",Christiane Stoll-Wartenberg,GDR,East Germany,169.0,53.0,Silver
1964,Winter,Men,Ice Hockey,Ice Hockey,Frank Roland Stoltz,SWE,Sweden,190.0,89.0,Silver
1998,Winter,Men,Nordic Combined,Individual,Valery Viktorovich Stolyarov,RUS,Russia,171.0,69.0,Bronze
1936,Summer,Men,Water Polo,Water Polo,Fritz Stolze,GER,Germany,,,Silver
1996,Summer,Men,Basketball,Basketball,Saulius tombergas,LTU,Lithuania,204.0,100.0,Bronze
2000,Summer,Men,Basketball,Basketball,Saulius tombergas,LTU,Lithuania,204.0,100.0,Bronze
2016,Summer,Women,Rowing,Single Sculls,"Genevra ""Gevvie"" Stone",USA,United States,183.0,71.0,Silver
1998,Winter,Women,Freestyle Skiing,Aerials,"Nicole ""Nikki"" Stone",USA,United States,173.0,58.0,Gold
1932,Summer,Men,Athletics,4 x 400 metres Relay,Crew Hadlett Stoneley,GBR,Great Britain,163.0,51.0,Silver
1972,Summer,Men,Athletics,High Jump,Dwight Edwin Stones,USA,United States,197.0,81.0,Bronze
1976,Summer,Men,Athletics,High Jump,Dwight Edwin Stones,USA,United States,197.0,81.0,Bronze
1952,Summer,Men,Basketball,Basketball,"Stanislovas ""Stasys"" Stonkus",URS,Soviet Union,,,Silver
1956,Summer,Men,Basketball,Basketball,"Stanislovas ""Stasys"" Stonkus",URS,Soviet Union,,,Silver
1920,Summer,Men,Gymnastics,Team All-Around,Louis Stoop,BEL,Belgium,,,Silver
2004,Summer,Women,Athletics,High Jump,"Viktoriya Ivanivna ""Vita"" Stopina",UKR,Ukraine,176.0,54.0,Bronze
2000,Summer,Women,Athletics,High Jump,Hestrie Storbeck-Cloete (-Els),RSA,South Africa,185.0,68.0,Silver
2004,Summer,Women,Athletics,High Jump,Hestrie Storbeck-Cloete (-Els),RSA,South Africa,185.0,68.0,Silver
1952,Summer,Men,Athletics,Hammer Throw,Karl Konrad Storch,GER,Germany,184.0,110.0,Silver
2000,Summer,Men,Canoeing,"Kayak Doubles, 500 metres",Botond Storcz,HUN,Hungary,183.0,87.0,Gold
2000,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Botond Storcz,HUN,Hungary,183.0,87.0,Gold
2004,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Botond Storcz,HUN,Hungary,183.0,87.0,Gold
1994,Winter,Men,Speed Skating,"5,000 metres",Kjell Storelid,NOR,Norway,175.0,77.0,Silver
1994,Winter,Men,Speed Skating,"10,000 metres",Kjell Storelid,NOR,Norway,175.0,77.0,Silver
1968,Summer,Men,Rowing,Coxed Fours,Dudley Leonard Storey,NZL,New Zealand,179.0,84.0,Gold
1972,Summer,Men,Rowing,Coxless Fours,Dudley Leonard Storey,NZL,New Zealand,179.0,84.0,Silver
1976,Winter,Men,Speed Skating,"1,500 metres",Jan Egil Storholt,NOR,Norway,183.0,79.0,Gold
1936,Summer,Men,Diving,Platform,Hermann Albert Stork,GER,Germany,,,Bronze
1988,Summer,Men,Volleyball,Volleyball,"Jeffery Malcolm ""Jeff"" Stork",USA,United States,190.0,91.0,Gold
1992,Summer,Men,Volleyball,Volleyball,"Jeffery Malcolm ""Jeff"" Stork",USA,United States,190.0,91.0,Bronze
1956,Summer,Men,Sailing,5.5 metres,Sture Henrik Stork,SWE,Rush V,178.0,79.0,Gold
1964,Summer,Men,Sailing,5.5 metres,Sture Henrik Stork,SWE,Rush VII,178.0,79.0,Silver
2012,Summer,Men,Athletics,Shot Put,David Storl,GER,Germany,198.0,117.0,Silver
1964,Summer,Men,Rowing,Double Sculls,"James Eugene ""Jim"" Storm",USA,United States,202.0,95.0,Silver
1984,Summer,Men,Modern Pentathlon,Team,"Michael Earle ""Mike"" Storm",USA,United States,180.0,77.0,Silver
1908,Summer,Men,Shooting,"Free Pistol, 50 yards",Rginald Frdric Beaufoy Storms,BEL,Belgium,,,Silver
1908,Summer,Men,Shooting,"Free Pistol, 50 yards, Team",Rginald Frdric Beaufoy Storms,BEL,Belgium,,,Silver
2012,Summer,Women,Hockey,Hockey,"Elizabeth Louise ""Beth"" Storry",GBR,Great Britain,173.0,74.0,Bronze
1984,Winter,Men,Biathlon,4 x 7.5 kilometres Relay,Rolf Storsveen,NOR,Norway,,,Silver
1928,Summer,Men,Athletics,4 x 400 metres Relay,"Werner ""Harry"" Storz",GER,Germany,175.0,68.0,Silver
2012,Summer,Men,Canoeing,"Canadian Doubles, Slalom",Etienne Stott,GBR,Great Britain-1,182.0,83.0,Gold
2004,Summer,Men,Basketball,Basketball,Amar'e Carsares Stoudemire,USA,United States,200.0,102.0,Bronze
1964,Summer,Women,Swimming,100 metres Freestyle,Sharon Marie Stouder (-Clark),USA,United States,173.0,61.0,Silver
1964,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,Sharon Marie Stouder (-Clark),USA,United States,173.0,61.0,Gold
1964,Summer,Women,Swimming,100 metres Butterfly,Sharon Marie Stouder (-Clark),USA,United States,173.0,61.0,Gold
1964,Summer,Women,Swimming,4 x 100 metres Medley Relay,Sharon Marie Stouder (-Clark),USA,United States,173.0,61.0,Gold
1992,Summer,Women,Athletics,4 x 400 metres Relay,"Jennifer Elaine ""Jenny"" Stoute (-Regis)",GBR,Great Britain,175.0,65.0,Bronze
1952,Summer,Women,Diving,Platform,Juno Jean Pope Stover-Irwin (-Cox),USA,United States,160.0,50.0,Bronze
1956,Summer,Women,Diving,Platform,Juno Jean Pope Stover-Irwin (-Cox),USA,United States,160.0,50.0,Silver
1948,Winter,Men,Ice Hockey,Ice Hockey,Vilibald ovk,TCH,Czechoslovakia,,,Silver
1964,Summer,Men,Rowing,Coxed Eights,"William Arthur ""Bill"" Stowe",USA,United States,191.0,89.0,Gold
2000,Summer,Women,Sailing,Two Person Dinghy,Belinda Josephine Marion Stowell,AUS,Australia,172.0,68.0,Gold
2000,Summer,Women,Swimming,4 x 200 metres Freestyle Relay,Julia Gray Stowers,USA,United States,185.0,66.0,Gold
1992,Summer,Men,Canoeing,"Canadian Doubles, 500 metres",Blagovest Nikolov Stoyanov,BUL,Bulgaria,183.0,86.0,Bronze
1956,Summer,Men,Football,Football,Gavril Todorov Stoyanov,BUL,Bulgaria,,,Bronze
1980,Summer,Men,Volleyball,Volleyball,Khristo Stoyanov,BUL,Bulgaria,184.0,80.0,Silver
1976,Summer,Women,Basketball,Basketball,Mariya Stoyanova,BUL,Bulgaria,183.0,75.0,Bronze
1976,Summer,Women,Basketball,Basketball,Penka Stoyanova,BUL,Bulgaria,183.0,75.0,Bronze
1980,Summer,Women,Basketball,Basketball,Penka Stoyanova,BUL,Bulgaria,183.0,75.0,Silver
1988,Summer,Women,Rowing,Coxless Pairs,Radka Yordanova Stoyanova,BUL,Bulgaria,185.0,85.0,Silver
1976,Summer,Men,Weightlifting,Light-Heavyweight,Trendafil Stoychev,BUL,Bulgaria,170.0,82.0,Silver
1976,Summer,Men,Swimming,400 metres Individual Medley,"Rodney ""Rod"" Strachan",USA,United States,183.0,77.0,Gold
1948,Summer,Men,Art Competitions,"Painting, Paintings",Giovanni Stradone,ITA,Italy,,,Silver
1998,Winter,Men,Ice Hockey,Ice Hockey,Martin Straka,CZE,Czech Republic,178.0,81.0,Gold
2006,Winter,Men,Ice Hockey,Ice Hockey,Martin Straka,CZE,Czech Republic,178.0,81.0,Bronze
1988,Summer,Women,Equestrianism,"Three-Day Event, Team",Karen Elizabeth Straker-Dixon,GBR,Great Britain,165.0,58.0,Silver
1972,Summer,Men,Wrestling,"Light-Heavyweight, Freestyle",Gennady Nikolayevich Strakhov,URS,Soviet Union,177.0,90.0,Silver
2012,Summer,Men,Hockey,Hockey,Thilo Stralkowski,GER,Germany,190.0,92.0,Gold
1908,Summer,Men,Gymnastics,Team All-Around,Andreas Strand,NOR,Norway,,,Silver
1948,Summer,Men,Athletics,"1,500 metres",Lennart Strand,SWE,Sweden,173.0,61.0,Silver
1960,Winter,Women,Cross Country Skiing,3 x 5 kilometres Relay,Britt Marianne Strandberg (-Lundn),SWE,Sweden,167.0,60.0,Gold
1964,Winter,Women,Cross Country Skiing,3 x 5 kilometres Relay,Britt Marianne Strandberg (-Lundn),SWE,Sweden,167.0,60.0,Silver
1968,Winter,Women,Cross Country Skiing,3 x 5 kilometres Relay,Britt Marianne Strandberg (-Lundn),SWE,Sweden,167.0,60.0,Silver
2016,Summer,Men,Rowing,Lightweight Double Sculls,Are Weierholt Strandli,NOR,Norway,181.0,69.0,Bronze
1904,Summer,Men,Rowing,Coxed Eights,George M. Strange,CAN,Toronto Argonauts,,,Silver
1928,Summer,Men,Hockey,Hockey,Gerd Strantzen,GER,Germany,,,Bronze
1928,Summer,Men,Weightlifting,Heavyweight,Josef Straberger,GER,Germany,,,Gold
1932,Summer,Men,Weightlifting,Heavyweight,Josef Straberger,GER,Germany,,,Bronze
2008,Summer,Men,Baseball,Baseball,Stephen James Strasburg,USA,United States,196.0,98.0,Bronze
2000,Summer,Men,Water Polo,Water Polo,Dmitry Ivanovich Stratan,RUS,Russia,196.0,102.0,Silver
2004,Summer,Men,Water Polo,Water Polo,Dmitry Ivanovich Stratan,RUS,Russia,196.0,102.0,Bronze
1980,Summer,Men,Athletics,"1,500 metres",Jrgen Straub,GDR,East Germany,182.0,62.0,Silver
1988,Summer,Women,Rowing,Coxed Eights,Annegret Strauch (-Hmisch),GDR,East Germany,184.0,77.0,Gold
1992,Summer,Women,Rowing,Coxed Eights,Annegret Strauch (-Hmisch),GER,Germany,184.0,77.0,Bronze
1912,Summer,Men,Sailing,10 metres,Philipp Theodor Strauch,RUS,Gallia II,,,Bronze
1952,Summer,Men,Sailing,Two Person Keelboat,Agostino Straulino,ITA,Merope,183.0,84.0,Gold
1956,Summer,Men,Sailing,Two Person Keelboat,Agostino Straulino,ITA,Merope III,183.0,84.0,Silver
1988,Summer,Women,Swimming,800 metres Freestyle,Astrid Strau,GDR,East Germany,187.0,82.0,Silver
1936,Summer,Men,Rowing,Coxless Pairs,Hugo Strau,GER,Germany,,,Gold
1976,Summer,Men,Rowing,Coxless Pairs,Thomas Strau,FRG,West Germany,189.0,89.0,Bronze
1992,Summer,Men,Canoeing,"Canadian Doubles, Slalom",Scott D. Strausbaugh,USA,United States-1,175.0,61.0,Gold
1920,Summer,Men,Hockey,Hockey,Ren Strauwen,BEL,Belgium,,,Bronze
2012,Summer,Men,Swimming,4 x 100 metres Freestyle Relay,Jrmy Stravius,FRA,France,190.0,86.0,Gold
2012,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Jrmy Stravius,FRA,France,190.0,86.0,Silver
2016,Summer,Men,Swimming,4 x 100 metres Freestyle Relay,Jrmy Stravius,FRA,France,190.0,86.0,Silver
1988,Summer,Women,Gymnastics,Team All-Around,Olha Volodymyrivna Strazheva,URS,Soviet Union,152.0,40.0,Gold
1984,Summer,Men,Handball,Handball,Branko trbac,YUG,Yugoslavia,187.0,79.0,Gold
1904,Summer,Men,Wrestling,"Bantamweight, Freestyle",Louis Bernard Strebler,USA,United States,,,Bronze
1980,Summer,Women,Handball,Handball,Sigita Streen-Maeikait,URS,Soviet Union,183.0,76.0,Gold
1994,Winter,Women,Alpine Skiing,Downhill,Picabo Street,USA,United States,170.0,74.0,Silver
1998,Winter,Women,Alpine Skiing,Super G,Picabo Street,USA,United States,170.0,74.0,Gold
1904,Summer,Men,Roque,Singles,Smith O. Streeter,USA,United States,,,Silver
1936,Summer,Men,Handball,Handball,Max Streib,SUI,Switzerland,,,Bronze
1992,Summer,Men,Rowing,Coxed Fours,Jacek Franciszek Streich,POL,Poland,190.0,95.0,Bronze
1972,Summer,Men,Football,Football,Joachim Streich,GDR,East Germany,172.0,75.0,Bronze
1988,Summer,Men,Rowing,Coxed Pairs,Mario Streit,GDR,East Germany,200.0,92.0,Silver
1956,Summer,Men,Football,Football,Eduard Anatolyevich Streltsov,URS,Soviet Union,182.0,80.0,Gold
2016,Summer,Men,Weightlifting,Middle-Heavyweight,Vadim Nikolayevich Streltsov,BLR,Belarus,170.0,94.0,Silver
1964,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Ernst Streng,GER,Germany,175.0,67.0,Gold
2014,Winter,Men,Bobsleigh,Four,Jnis Strenga,LAT,Latvia-1,183.0,92.0,Silver
1968,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Andrew Edward Strenk,USA,United States,188.0,75.0,Gold
1992,Summer,Men,Rowing,Coxed Eights,Thorsten Streppelhoff,GER,Germany,198.0,90.0,Bronze
1996,Summer,Men,Rowing,Coxed Eights,Thorsten Streppelhoff,GER,Germany,198.0,90.0,Silver
2016,Summer,Men,Gymnastics,Team All-Around,Ivan Alekseyevich Stretovich,RUS,Russia,170.0,59.0,Silver
1952,Summer,Men,Cycling,"Team Pursuit, 4,000 metres","Ronald Charles ""Ron"" Stretton",GBR,Great Britain,,,Bronze
1948,Summer,Women,Athletics,100 metres,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Bronze
1948,Summer,Women,Athletics,80 metres Hurdles,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Bronze
1948,Summer,Women,Athletics,4 x 100 metres Relay,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Silver
1952,Summer,Women,Athletics,100 metres,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Bronze
1952,Summer,Women,Athletics,80 metres Hurdles,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Gold
1956,Summer,Women,Athletics,80 metres Hurdles,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Gold
1956,Summer,Women,Athletics,4 x 100 metres Relay,Shirley Barbara Strickland de la Hunty,AUS,Australia,172.0,57.0,Gold
2004,Summer,Men,Fencing,"epee, Team",Daniel Strigel,GER,Germany,196.0,97.0,Bronze
1932,Summer,Women,Athletics,100 metres,Hilda Gwendolyn Strike (-Sisson),CAN,Canada,159.0,48.0,Silver
1932,Summer,Women,Athletics,4 x 100 metres Relay,Hilda Gwendolyn Strike (-Sisson),CAN,Canada,159.0,48.0,Silver
2008,Summer,Women,Rowing,Coxed Eights,Simona Dumitria Strimbeschi-Muat,ROU,Romania,183.0,80.0,Bronze
1996,Summer,Men,Water Polo,Water Polo,Ratko tritof,CRO,Croatia,195.0,102.0,Silver
2012,Summer,Men,Handball,Handball,Manuel trlek,CRO,Croatia,182.0,82.0,Bronze
1980,Summer,Men,Wrestling,"Heavyweight, Freestyle",Jlius Strnisko,TCH,Czechoslovakia,188.0,102.0,Bronze
1980,Winter,Men,Ice Hockey,Ice Hockey,Eric Martin Strobel,USA,United States,178.0,79.0,Gold
2016,Summer,Men,Handball,Handball,Martin Strobel,GER,Germany,189.0,90.0,Bronze
1912,Summer,Men,Athletics,Marathon,Gaston M. Strobino,USA,United States,160.0,50.0,Bronze
2002,Winter,Men,Alpine Skiing,Downhill,Fritz Strobl,AUT,Austria,187.0,95.0,Gold
1932,Winter,Men,Ice Hockey,Ice Hockey,Georg Strobl,GER,Germany,,,Bronze
